,Depth,Temperature,Cast,Cruise,Latitude,Longitude,Day,Month,Year,Ts
53308,250.0,21.34,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53309,275.0,20.56,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53310,300.0,19.54,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53311,325.0,18.58,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53312,350.0,17.6,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53313,375.0,17.0,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53314,400.0,16.4,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53315,425.0,15.58,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53316,450.0,15.03,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53317,475.0,14.45,2925195,DE-74826       ,19.517,-86.85,2,2,1989,23.34076923
53318,0.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53319,5.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53320,10.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53321,15.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53322,20.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53323,25.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53324,30.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53325,35.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53326,40.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53327,45.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53328,50.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53329,55.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53330,60.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53331,65.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53332,70.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53333,75.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53334,80.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53335,85.0,26.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53336,90.0,26.4,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53337,95.0,26.4,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53338,100.0,26.5,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53339,125.0,26.4,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53340,150.0,24.4,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53341,175.0,23.4,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53342,200.0,21.7,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53343,225.0,20.0,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53344,250.0,19.0,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53345,275.0,18.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53346,300.0,17.7,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53347,325.0,17.1,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53348,350.0,16.4,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53349,375.0,15.8,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53350,400.0,14.8,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53351,425.0,13.6,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53352,450.0,12.9,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53353,475.0,12.3,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53354,500.0,11.5,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53355,550.0,10.7,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53356,600.0,9.7,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53357,650.0,8.9,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53358,700.0,8.0,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53359,750.0,7.2,3849347,GB-0           ,19.67,-86.5,12,2,1989,23.11849057
53360,0.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53361,5.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53362,10.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53363,15.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53364,20.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53365,25.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53366,30.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53367,35.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53368,40.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53369,45.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53370,50.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53371,55.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53372,60.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53373,65.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53374,70.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53375,75.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53376,80.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53377,85.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53378,90.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53379,95.0,26.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53380,100.0,26.4,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53381,125.0,24.8,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53382,150.0,23.1,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53383,175.0,21.3,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53384,200.0,20.1,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53385,225.0,18.7,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53386,250.0,17.8,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53387,275.0,17.0,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53388,300.0,16.2,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53389,325.0,15.4,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53390,350.0,14.4,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53391,375.0,13.2,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53392,400.0,12.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53393,425.0,11.6,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53394,450.0,10.9,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53395,475.0,10.3,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53396,500.0,9.7,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53397,550.0,8.9,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53398,600.0,8.1,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53399,650.0,7.4,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53400,700.0,6.8,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53401,750.0,6.3,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53402,800.0,5.8,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53403,850.0,5.4,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53404,900.0,5.1,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53405,950.0,4.8,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53406,1000.0,4.6,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53407,1050.0,4.5,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53408,1100.0,4.3,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53409,1150.0,4.3,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53410,1200.0,4.3,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53411,1250.0,4.2,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53412,1300.0,4.2,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53413,1350.0,4.2,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53414,1400.0,4.2,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53415,1450.0,4.2,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53416,1500.0,4.1,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53417,1550.0,4.1,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53418,1600.0,4.0,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53419,1650.0,4.0,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53420,1700.0,3.9,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53421,1750.0,4.0,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53422,1800.0,4.1,3849367,GB-0           ,18.75,-86.85,13,2,1989,23.57411765
53423,0.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53424,5.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53425,10.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53426,15.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53427,20.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53428,25.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53429,30.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53430,35.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53431,40.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53432,45.0,26.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53433,50.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53434,55.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53435,60.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53436,65.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53437,70.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53438,75.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53439,80.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53440,85.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53441,90.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53442,95.0,25.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53443,100.0,25.8,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53444,125.0,24.2,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53445,150.0,22.5,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53446,175.0,20.6,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53447,200.0,18.6,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53448,225.0,17.6,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53449,250.0,16.4,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53450,275.0,15.3,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53451,300.0,14.4,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53452,325.0,13.6,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53453,350.0,12.7,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53454,375.0,12.0,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53455,400.0,11.3,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53456,425.0,10.7,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53457,450.0,10.1,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53458,475.0,9.6,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53459,500.0,9.1,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53460,550.0,8.3,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53461,600.0,7.9,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53462,650.0,7.4,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53463,700.0,6.8,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53464,750.0,6.2,3850159,GB-0           ,18.52,-87.12,28,2,1989,23.6274
53465,0.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53466,5.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53467,10.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53468,15.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53469,20.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53470,25.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53471,30.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53472,35.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53473,40.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53474,45.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53475,50.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53476,55.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53477,60.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53478,65.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53479,70.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53480,75.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53481,80.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53482,85.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53483,90.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53484,95.0,25.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53485,100.0,25.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53486,125.0,25.3,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53487,150.0,23.3,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53488,175.0,22.1,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53489,200.0,20.6,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53490,225.0,19.0,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53491,250.0,18.1,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53492,275.0,17.4,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53493,300.0,16.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53494,325.0,16.1,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53495,350.0,15.4,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53496,375.0,14.7,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53497,400.0,13.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53498,425.0,13.0,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53499,450.0,12.3,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53500,475.0,11.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53501,500.0,11.2,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53502,550.0,9.8,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53503,600.0,9.3,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53504,650.0,8.4,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53505,700.0,7.6,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53506,750.0,7.0,3850168,GB-0           ,19.47,-86.68,28,2,1989,23.68333333
53507,95.0,26.6,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53508,104.0,26.3,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53509,141.0,24.1,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53510,154.0,23.2,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53511,172.0,23.0,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53512,178.0,22.4,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53513,197.0,21.6,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53514,214.0,20.6,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53515,231.0,20.3,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53516,245.0,19.5,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53517,330.0,16.8,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53518,350.0,15.9,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53519,384.0,15.1,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53520,399.0,15.0,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53521,417.0,14.1,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53522,452.0,12.8,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53523,495.0,12.0,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53524,513.0,12.0,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53525,530.0,11.5,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53526,537.0,10.8,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53527,557.0,10.7,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53528,573.0,10.5,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53529,575.0,10.2,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53530,592.0,10.1,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53531,600.0,9.6,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53532,618.0,9.5,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53533,652.0,8.6,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53534,712.0,7.6,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53535,777.0,7.1,3848752,GB-0           ,20.07,-86.43,1,2,1989,23.59346154
53536,49.0,26.6,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53537,67.0,26.8,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53538,76.0,26.6,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53539,89.0,25.2,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53540,108.0,24.2,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53541,117.0,24.1,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53542,124.0,23.7,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53543,170.0,23.0,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53544,177.0,22.1,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53545,192.0,21.4,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53546,236.0,18.9,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53547,251.0,18.4,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53548,263.0,18.1,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53549,276.0,17.6,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53550,306.0,16.8,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53551,325.0,15.7,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53552,367.0,14.7,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53553,391.0,13.8,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53554,440.0,12.7,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53555,489.0,12.1,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53556,548.0,11.0,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53557,559.0,10.8,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53558,589.0,9.7,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53559,642.0,8.7,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53560,739.0,7.3,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53561,776.0,6.9,3848759,GB-0           ,21.12,-86.05,1,2,1989,21.65358491
53650,27.0,26.8,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53651,59.0,26.7,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53652,100.0,26.8,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53653,138.0,24.2,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53654,191.0,21.0,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53655,231.0,19.9,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53656,251.0,19.6,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53657,261.0,19.2,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53658,326.0,17.6,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53659,356.0,16.6,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53660,382.0,16.6,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53661,413.0,15.8,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53662,438.0,15.5,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53663,487.0,15.0,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53664,532.0,14.0,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53665,575.0,13.0,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53666,588.0,12.6,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53667,601.0,12.3,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53668,654.0,11.0,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53669,712.0,9.7,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53670,747.0,9.1,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53671,775.0,8.7,3849322,GB-0           ,21.3,-86.05,12,2,1989,21.35215686
53672,81.0,26.4,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53673,123.0,26.3,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53674,136.0,25.9,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53675,162.0,23.6,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53676,205.0,21.3,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53677,233.0,19.8,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53678,274.0,18.6,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53679,289.0,18.0,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53680,357.0,15.9,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53681,403.0,13.9,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53682,437.0,13.1,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53683,464.0,12.4,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53684,497.0,11.8,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53685,575.0,9.9,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53686,601.0,9.2,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53687,759.0,7.0,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53688,778.0,6.6,3849335,GB-0           ,20.45,-86.47,12,2,1989,21.91773585
53704,123.0,25.9,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53705,144.0,25.4,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53706,196.0,22.8,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53707,241.0,20.2,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53708,266.0,19.3,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53709,277.0,18.6,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53710,310.0,17.5,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53711,348.0,16.6,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53712,395.0,14.9,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53713,441.0,13.8,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53714,456.0,12.9,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53715,535.0,10.9,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53716,567.0,10.3,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53717,579.0,10.3,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53718,638.0,8.6,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53719,656.0,8.5,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53720,662.0,8.6,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53721,673.0,8.1,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53722,686.0,8.2,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53723,702.0,7.6,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53724,757.0,7.1,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53725,775.0,6.9,3850182,GB-0           ,20.55,-86.22,28,2,1989,22.12865385
53726,0.0,25.74,2927651,DE-74826       ,18.333,-87.117,18,3,1989,22.91684211
53727,5.0,25.74,2927651,DE-74826       ,18.333,-87.117,18,3,1989,22.91684211
